c random 500 vertices, 5000 edges, seed = 4
g 500 5000
e 1 2 9694
e 2 3 773
e 1 4 3976
e 4 5 7976
e 3 6 4361
e 5 7 3996
e 6 8 5613
e 7 9 2087
e 3 10 2233
e 1 11 5812
e 11 12 8380
e 3 13 2414
e 2 14 4964
e 12 15 6912
e 10 16 2997
e 6 17 9033
e 2 18 6317
e 15 19 6184
e 7 20 702
e 6 21 5214
e 19 22 641
e 19 23 5354
e 17 24 608
e 9 25 5219
e 19 26 7517
e 20 27 320
e 12 28 8253
e 1 29 8115
e 11 30 5683
e 8 31 2562
e 7 32 7849
e 32 33 242
e 2 34 6544
e 14 35 249
e 22 36 8187
e 9 37 3580
e 19 38 9042
e 23 39 8822
e 31 40 2926
e 31 41 5147
e 38 42 1096
e 27 43 7382
e 43 44 1885
e 43 45 3111
e 27 46 7090
e 8 47 2469
e 25 48 9840
e 6 49 8542
e 36 50 8500
e 14 51 5051
e 34 52 1187
e 33 53 9257
e 47 54 184
e 4 55 6106
e 25 56 6406
e 8 57 8912
e 39 58 1972
e 37 59 7307
e 8 60 9908
e 8 61 8440
e 43 62 766
e 38 63 4733
e 36 64 9316
e 63 65 4466
e 43 66 5731
e 47 67 647
e 55 68 3014
e 9 69 8220
e 14 70 963
e 50 71 2629
e 22 72 5980
e 31 73 9674
e 6 74 651
e 48 75 7564
e 8 76 7270
e 32 77 8719
e 15 78 7952
e 53 79 2184
e 20 80 3733
e 79 81 1591
e 16 82 9526
e 2 83 9384
e 47 84 5780
e 17 85 7744
e 46 86 3042
e 72 87 9502
e 49 88 9032
e 41 89 8897
e 49 90 3292
e 74 91 6254
e 27 92 3683
e 35 93 4711
e 39 94 9652
e 25 95 1479
e 30 96 1338
e 8 97 2361
e 75 98 3718
e 96 99 9545
e 31 100 6010
e 31 101 8919
e 70 102 1911
e 102 103 8212
e 64 104 4219
e 60 105 5520
e 94 106 9632
e 4 107 6645
e 64 108 2053
e 6 109 7034
e 90 110 5778
e 94 111 8877
e 30 112 125
e 19 113 9491
e 47 114 5939
e 77 115 2556
e 90 116 1260
e 17 117 3891
e 59 118 3212
e 114 119 3876
e 65 120 5750
e 104 121 7343
e 25 122 8691
e 39 123 2215
e 117 124 9667
e 42 125 9181
e 45 126 9716
e 95 127 7299
e 107 128 384
e 115 129 2916
e 31 130 8014
e 65 131 1809
e 127 132 2192
e 30 133 8243
e 93 134 9426
e 114 135 8143
e 71 136 7395
e 35 137 5225
e 45 138 1820
e 11 139 3818
e 33 140 3410
e 20 141 8095
e 64 142 1029
e 87 143 8894
e 113 144 2490
e 138 145 8831
e 28 146 5782
e 61 147 4814
e 110 148 1277
e 46 149 3099
e 25 150 5540
e 77 151 3202
e 117 152 7249
e 100 153 4503
e 36 154 2052
e 89 155 7964
e 94 156 6055
e 96 157 2824
e 60 158 8142
e 151 159 2957
e 40 160 4297
e 82 161 7509
e 92 162 7203
e 32 163 271
e 140 164 245
e 115 165 7926
e 4 166 913
e 154 167 5611
e 138 168 2016
e 38 169 9949
e 9 170 844
e 125 171 5279
e 15 172 6104
e 62 173 9911
e 55 174 9006
e 47 175 1823
e 7 176 6601
e 49 177 9411
e 21 178 9791
e 127 179 3140
e 100 180 1783
e 52 181 2196
e 129 182 3283
e 95 183 823
e 145 184 3943
e 108 185 2661
e 4 186 2705
e 152 187 1998
e 23 188 1987
e 71 189 1500
e 121 190 7883
e 22 191 6675
e 93 192 8252
e 17 193 7625
e 18 194 9399
e 95 195 9729
e 114 196 1439
e 152 197 713
e 157 198 1502
e 150 199 1114
e 115 200 2554
e 104 201 3986
e 102 202 5736
e 130 203 6201
e 75 204 4353
e 35 205 4574
e 159 206 8848
e 27 207 8984
e 96 208 7687
e 6 209 7656
e 164 210 557
e 147 211 9075
e 103 212 9477
e 14 213 1078
e 47 214 5181
e 110 215 3776
e 127 216 5557
e 150 217 8643
